"gene name" "logFC"	"P.Value"	"adj.P.Val"
"NRDE2"	2.15367504829157	1.93633353102904e-05	0.000167414350425997
"CLVS1"	2.48114294370709	1.94681179204398e-05	0.000167463377393501
"RPS18"	4.77264062942923	1.94737031542302e-05	0.000167463377393501
"PEX13"	2.5159914346068	1.95367917765965e-05	0.000167555487649684
"NOL9"	1.87344925635379	2.01709821237419e-05	0.0001720340659348
"TMEM43"	2.17295263445765	2.02109807947512e-05	0.0001720340659348
"MSI1"	3.53615931792828	2.02203215978383e-05	0.0001720340659348
"LINC00938"	2.09737399734449	2.03768411019141e-05	0.000172905874496083
"ZNF740"	1.93633674512749	2.05029094933624e-05	0.000172969375658169
"ZFYVE26"	2.10038453550223	2.05440182383322e-05	0.000172969375658169
"CDK4"	2.45370165042956	2.05465341513299e-05	0.000172969375658169
"COLGALT1"	1.8773232559926	2.06883120339086e-05	0.000173705801040613
"STIMATE"	2.05146713137283	2.07670223571143e-05	0.000173910221257614
"GNAI3"	2.98243231964223	2.09904547758422e-05	0.000175078907941746
"VXN"	-3.24378688182463	2.10160364644047e-05	0.000175078907941746
"SSR2"	2.28575896217676	2.11802856298388e-05	0.000175988918778842
"MOB3A"	2.16583370470781	2.12788949461107e-05	0.000176350220032663
"SMG1"	2.79026384991353	2.19808236993905e-05	0.000181696782982817
"OSBPL11"	2.34447096616827	2.24134386515178e-05	0.000184795335686096
"SRRM4"	2.28685690033395	2.25029663072004e-05	0.000185056527549445
"ZNF594"	2.31989433392935	2.26411563367896e-05	0.000185715536208692
"CRAMP1"	2.11813716093568	2.28676152847627e-05	0.000187093353698097
"METTL2B"	2.13533342733632	2.30575288059774e-05	0.000188165904720208
"MLYCD"	1.90453259573495	2.31177743120556e-05	0.000188177506423068
"SUFU"	2.16804092224765	2.34052313100719e-05	0.000190033845078477
"ANKRD36"	3.45888336791296	2.4120498243904e-05	0.000195345503499365
"CDK5R1"	2.16006229587645	2.42346018059048e-05	0.000195773967618913
"FJX1"	1.88243917589311	2.45664730978361e-05	0.000197955031334957
"PANX1"	3.45746729182355	2.46365312179969e-05	0.000198020762227066
"TOP1"	2.23923319687115	2.50248396348031e-05	0.00020063774935272
"FZD1"	2.81493366339867	2.53798000310239e-05	0.000202526382277827
"PAPOLG"	2.74194465624075	2.53870207231662e-05	0.000202526382277827
"PPM1G"	1.86246818111244	2.5535109584404e-05	0.000203201033732608
"TMEM63A"	-3.45963053457875	2.57185099455712e-05	0.0002036798718876
"ZNF318"	2.26639693730574	2.58817765104195e-05	0.0002036798718876
"MAOB"	-3.23991448878072	2.58839827804824e-05	0.0002036798718876
"TMEM120B"	1.87548724935083	2.59016906294713e-05	0.0002036798718876
"MLXIP"	1.89318050611197	2.59136317156152e-05	0.0002036798718876
"USP24"	2.42013192041522	2.62957295264882e-05	0.000205710735868949
"SAMD10"	1.87041511364389	2.63893915430066e-05	0.000205710735868949
"ANKRD13B"	2.12024059360257	2.64156548661907e-05	0.000205710735868949
"TBR1"	2.12627965554326	2.64672103397533e-05	0.000205710735868949
"PRRC2B"	2.13638443130406	2.64935364732751e-05	0.000205710735868949
"RPS28"	3.01715192013859	2.67112529870421e-05	0.000206330255663437
"OLIG1"	-2.62650498330918	2.67982303082604e-05	0.000206330255663437
"PRPF38A"	2.14731643844943	2.6829146206943e-05	0.000206330255663437
"PPM1D"	2.26900391465472	2.6831318023129e-05	0.000206330255663437
"TMEM74"	2.98900129677111	2.6935114549227e-05	0.000206631730079082
"RBM4"	3.51767687977567	2.70488236917511e-05	0.000206862971523043
"B4GALT5"	2.35096741732608	2.70945873923585e-05	0.000206862971523043
"METTL3"	1.87701707815448	2.73558150491882e-05	0.00020836012462465
"SLC35D1"	2.45581551438238	2.7651129805415e-05	0.000210109178735208
"SETD1B"	2.07519918399476	2.78388411640996e-05	0.000210755194449944
"HMGN2"	2.83773641928278	2.79616848932696e-05	0.000210755194449944
"SSRP1"	1.95648113985185	2.79780863245576e-05	0.000210755194449944
"NES"	3.07878170877089	2.80429074097794e-05	0.000210755194449944
"UTP6"	2.52920004947131	2.80655557473198e-05	0.000210755194449944
"COL4A2"	2.85739336614871	2.85511079504994e-05	0.000213899284153741
"SMYD4"	1.91691403013819	2.87256108597399e-05	0.000214703806402589
"ZNF814"	2.33048611370526	2.88900556548844e-05	0.000215429575850758
"NCBP3"	2.22224397191281	2.8977180338546e-05	0.000215576743960485
"RPL23A"	2.76070634996155	2.94168730501309e-05	0.00021826896979387
"NSG2"	2.12847788675938	2.94755220228045e-05	0.00021826896979387
"LIMD2"	1.99774167874974	3.00102216363057e-05	0.000220487732352099
"SMARCE1"	2.37595802181902	3.00183941559729e-05	0.000220487732352099
"MYO5B"	3.54464582285537	3.00263476552111e-05	0.000220487732352099
"CCND2"	2.20463546740167	3.00616900040146e-05	0.000220487732352099
"NCAN"	2.43501345341554	3.01720781171438e-05	0.000220487732352099
"NPR2"	1.80306579945796	3.01886923320474e-05	0.000220487732352099
"IRF2BPL"	1.88055526376595	3.03284874750915e-05	0.000221004171828742
"RPS12"	3.03344215403661	3.07506269766134e-05	0.000223484525503522
"GOT1"	-2.3758993413906	3.08085888549713e-05	0.000223484525503522
"PFAS"	1.85577292112428	3.09110959014862e-05	0.000223631541337974
"GTPBP1"	1.8249989314062	3.09686692131049e-05	0.000223631541337974
"MIR124-2HG"	2.80588261129322	3.10845801703482e-05	0.000223962999921045
"MED28"	2.30288995017079	3.12300079050826e-05	0.000224186419034552
"FOXJ2"	1.9326278792787	3.12557495746828e-05	0.000224186419034552
"PLXNA2"	2.77461413494211	3.15049843344541e-05	0.000225468556791764
"DIP2C"	2.06069650332328	3.17396305322182e-05	0.000226640799269121
"EXOC4"	2.46952839688835	3.18575597414864e-05	0.000226976244126982
"BIRC6"	2.68853593416734	3.22010435235994e-05	0.000228913640515543
"RPL24"	2.06982218935437	3.2709835189637e-05	0.000232014995059088
"IRGQ"	1.97808612634153	3.28672050072388e-05	0.000232615461987073
"COL5A3"	-2.97563615160579	3.35250214024605e-05	0.000236747336570577
"SOX10"	-3.11323819563891	3.36839636740145e-05	0.000237345814522406
"MTPAP"	2.28558805608095	3.40480524586085e-05	0.000239041558704286
"POFUT1"	1.80493992212532	3.40794985046303e-05	0.000239041558704286
"SLC17A7"	-2.69486876033051	3.41487941006123e-05	0.000239041558704286
"SMC5"	2.6487521042987	3.45612992943754e-05	0.000241017811605171
"BCL2"	2.44687398225738	3.46033414077737e-05	0.000241017811605171
"NSD2"	2.46627280109787	3.46571407747355e-05	0.000241017811605171
"ZNF22"	2.89428925222096	3.47825524217555e-05	0.00024118273406162
"MED13"	2.91037944788115	3.48316421183084e-05	0.00024118273406162
"SH3PXD2B"	2.59941613254195	3.49259842454908e-05	0.000241313657886231
"PCSK1N"	-2.02299809680912	3.53611028303189e-05	0.00024345814452976
"NATD1"	1.88069309545795	3.53885705552793e-05	0.00024345814452976
"SYN2"	-2.57709808127933	3.575405392907e-05	0.000245038724079566
"USP13"	2.40377049251341	3.57715173945475e-05	0.000245038724079566
"MTG1"	1.85647427011585	3.60033510881006e-05	0.000245576246089525
"KDM3B"	1.82976644990154	3.60035196673921e-05	0.000245576246089525
"NLN"	2.70519736446207	3.61531325601019e-05	0.000246019267217899
"ARF6"	2.19190953349504	3.6279869534072e-05	0.000246019267217899
"RPS21"	2.37811147754417	3.63393090331154e-05	0.000246019267217899
"POU3F1"	2.59561289896941	3.63760904639156e-05	0.000246019267217899
"RNF2"	3.30876359507	3.67614841164185e-05	0.000248101239848993
"DSEL"	2.78423874298805	3.69959850736822e-05	0.000249158223685704
"BMPR1A"	2.70146944682771	3.72757512080951e-05	0.000250104574113997
"ZNF714"	3.41599904397999	3.72928670998364e-05	0.000250104574113997
"KLHL20"	2.06029347814125	3.7540698894706e-05	0.000251239949297415
"PNMA8B"	-2.26741074017556	3.78160657683475e-05	0.000252554476811991
"TTYH3"	1.93978231416274	3.80808436540266e-05	0.000253464513528817
"MIIP"	1.91072102502907	3.81107943130231e-05	0.000253464513528817
"BAHCC1"	1.77558505525723	3.81973463783486e-05	0.000253513093494475
"POLR2D"	2.14109581615809	3.8653114413809e-05	0.000255021591558143
"NFATC2IP"	1.80697500709032	3.86987860718786e-05	0.000255021591558143
"DUSP12"	2.1278355855027	3.87118208967409e-05	0.000255021591558143
"ZNF264"	2.61019861366797	3.87435115652572e-05	0.000255021591558143
"SMG1P1"	2.8928535774966	3.89775167823058e-05	0.000256035064038186
"HABP4"	-2.14937347052911	3.95788081105304e-05	0.000259452063822924
"PDCL"	2.21589002749606	3.97014204483982e-05	0.000259723607391464
"TRAF7"	1.79574840888626	3.98647614483271e-05	0.000260259942598364
"CHD2"	1.81518431313344	4.06376179656998e-05	0.00026476525432235
"C3orf70"	2.08388164430974	4.08160000705287e-05	0.000265386959808174
"WDR82"	2.03467027277972	4.09654099915967e-05	0.000265818147186851
"PODXL2"	1.78763751862711	4.10499828635203e-05	0.00026582772303725
"NACC2"	-2.5063395597801	4.1664584416927e-05	0.000269262637474241
"WDR43"	1.99895630032982	4.18348807872989e-05	0.000269818112174535
"CTSD"	-1.92290706316362	4.23415338278607e-05	0.000272536351539892
"WDFY2"	1.83107805497065	4.26606171568945e-05	0.00027381817140703
"C12orf45"	2.72975216469959	4.27965192807448e-05	0.00027381817140703
"ANKRD36C"	3.19024006550456	4.2797463489689e-05	0.00027381817140703
"DPY19L2"	2.84705860245652	4.34423216840497e-05	0.000277389195743064
"SOGA3"	3.66169020193228	4.39361127363067e-05	0.000279661841336562
"UTP20"	2.6275648761738	4.39730872748642e-05	0.000279661841336562
"THAP2"	3.49305157537672	4.41197399045417e-05	0.000280037793560772
"EP400"	1.92800586527737	4.42961170069716e-05	0.000280600551099608
"GVQW3"	2.61349279412948	4.45130869883646e-05	0.000281417717936321
"NEXMIF"	3.45168549565012	4.46310589220067e-05	0.00028160701674852
"RPS6"	2.27968371787319	4.48751681657218e-05	0.000282153212912203
"ZNF251"	1.98256985322185	4.48940248116009e-05	0.000282153212912203
"GNB4"	3.29754868630568	4.50029453352685e-05	0.000282283180642204
"ABCC1"	1.80618661772571	4.51026895489643e-05	0.000282298989468786
"MGAT2"	2.07334820066301	4.51819576767798e-05	0.000282298989468786
"XRCC5"	2.31063112174209	4.68323434423824e-05	0.000290882528893817
"NOP53"	2.00097303926577	4.68803124168476e-05	0.000290882528893817
"PANK3"	3.22712722587408	4.69579491369983e-05	0.000290882528893817
"EIF3A"	1.63307037593321	4.70113934651299e-05	0.000290882528893817
"HECTD3"	1.71997918206333	4.70673279187198e-05	0.000290882528893817
"ZNF644"	3.49485631401991	4.71013285298523e-05	0.000290882528893817
"NHLRC2"	2.56276413827013	4.72250897731375e-05	0.000291084898235582
"ZNF319"	2.04240425265051	4.74608555597033e-05	0.000291975532568251
"SIAH3"	3.27406073685565	4.76021881168734e-05	0.000292263022713094
"DDX23"	1.73020780391876	4.7690308801574e-05	0.000292263022713094
"ZNF451"	3.35624424831727	4.79362126761741e-05	0.00029255462467411
"CCBE1"	5.82089847951055	4.80298086999315e-05	0.00029255462467411
"EPG5"	2.08206492949303	4.80362267908488e-05	0.00029255462467411
"BASP1"	1.97093055144376	4.81036988366932e-05	0.00029255462467411
"NPTX2"	-2.7811310009617	4.82838376149838e-05	0.000293092972543327
"SOS1"	2.63373756690642	4.84365058042091e-05	0.000293462844825123
"ROCK1"	2.41706121083046	4.90779291418837e-05	0.000296007853477697
"PHF20"	2.16644523697299	4.91067587543989e-05	0.000296007853477697
"DISP2"	2.0386723887353	4.91908551801818e-05	0.000296007853477697
"TMEM35A"	2.3879044853835	4.92502806403236e-05	0.000296007853477697
"PNPO"	-1.75576163908499	4.93192203512387e-05	0.000296007853477697
"ZNF428"	2.0771188393843	4.95655627471998e-05	0.000296929279453731
"FLVCR1"	2.51312185790988	5.00850621067548e-05	0.000298940738675656
"SNX29"	2.20306484819916	5.00882262988908e-05	0.000298940738675656
"NAGPA"	-1.72741220872633	5.01969287843592e-05	0.00029903161113811
"METTL16"	1.82597828905903	5.04744742330502e-05	0.000300126102363434
"PABPN1"	2.13308754832006	5.06751139885579e-05	0.000300760092113908
"RBM8A"	2.24210410502803	5.11020049911045e-05	0.000302732062901006
"ZNF212"	1.749926827243	5.12931285670498e-05	0.000303136590143325
"LOC646762"	1.74915661143219	5.13598098961183e-05	0.000303136590143325
"ALDH1B1"	1.79998707555958	5.1732313088049e-05	0.000304772872133828
"SNRPF"	2.12728737143422	5.28076595643744e-05	0.000310536218651533
"SEC61A1"	2.0118741228937	5.31932795584932e-05	0.000312229910656183
"EPC2"	2.35404887358573	5.33221044498749e-05	0.000312412842738369
"EIF4A3"	1.79971757160736	5.39563352341152e-05	0.000315550852676297
"TTC5"	2.15660363835135	5.40787654740515e-05	0.000315689727648706
"RAB8A"	1.74748946751693	5.43576067699211e-05	0.000316282095591172
"PHIP"	3.03763612839975	5.44325422106915e-05	0.000316282095591172
"ZNF324"	1.73036239545282	5.44768473494016e-05	0.000316282095591172
"EBP"	1.98831293901288	5.45826018652787e-05	0.000316321998853309
"ARGLU1"	2.24486705701084	5.48922774809723e-05	0.000317541402643093
"TAF2"	2.26039060744537	5.52484478279955e-05	0.000319024881952631
"PAN3"	2.39895340171172	5.54077752778892e-05	0.000319368420025167
"PCDHB10"	1.77321212553376	5.56846146811916e-05	0.000320095673195385
"IGLON5"	2.39851455119677	5.58121802612477e-05	0.000320095673195385
"KHDC4"	1.82656562227134	5.59213356118246e-05	0.000320095673195385
"SQLE"	2.97655620162149	5.59341923464272e-05	0.000320095673195385
"FBXO42"	1.83253224110331	5.70527461403621e-05	0.000325913812326818
"MARCKSL1"	2.76977416266224	5.79376256455922e-05	0.000330378724492423
"SEC61B"	1.77779635709991	5.81214480623277e-05	0.000330402108539629
"TMSB10"	2.10004362606838	5.81482923125386e-05	0.000330402108539629
"LTO1"	1.71318919520448	5.82952590929307e-05	0.000330649882691995
"AGPAT4"	1.80790046099687	5.87293767755094e-05	0.000332099885970493
"MTF1"	1.68561433530367	5.89377358947741e-05	0.000332099885970493
"RPS3A"	3.47180673236704	5.89504237794665e-05	0.000332099885970493
"ELAVL1"	1.86695453737181	5.89661566837262e-05	0.000332099885970493
"PKD1P1"	1.75954010177632	5.92827817143389e-05	0.000332874654629154
"SNIP1"	1.83976424174037	5.93118328035692e-05	0.000332874654629154
"TPR"	2.30201751989504	5.97629069170911e-05	0.000334695959766194
"GABARAPL1"	-1.86147030556329	5.99401951714628e-05	0.000334695959766194
"SLC39A6"	2.87303322330751	5.99502297424287e-05	0.000334695959766194
"EEF2"	1.665869818113	6.07739820360869e-05	0.000338285857948889
"SNRNP40"	1.92278974275002	6.08864308962757e-05	0.000338285857948889
"KLF3"	2.05190050583741	6.09104889585996e-05	0.000338285857948889
"NAT8L"	-1.73101094665624	6.13206082850859e-05	0.000339973355119566
"DHX15"	2.25718686982897	6.15483293486765e-05	0.000340645511395184
"RPS29"	2.13038962780436	6.21174479698085e-05	0.000343201582133709
"NPEPPSP1"	2.25769771990523	6.23824545806927e-05	0.000344071503799372
"SLIT1"	1.78210149412432	6.26483634553919e-05	0.000344896894057373
"MTMR4"	2.04506611191881	6.27477312727075e-05	0.000344896894057373
"SERTAD2"	1.8785707725735	6.30929379615849e-05	0.000346199500067084
"ZNF614"	2.82861741493538	6.33559535864165e-05	0.000347047423840662
"CTBP1-DT"	1.62343503742948	6.36222500534795e-05	0.000347275750674352
"MCM3AP"	1.73589769281895	6.37008226505968e-05	0.000347275750674352
"GNG7"	-1.70909631233702	6.3723309048404e-05	0.000347275750674352
"KMT2B"	1.80595882032941	6.39117195699379e-05	0.000347710188612639
"NRAS"	2.71292004075754	6.42179070946514e-05	0.000348259101331405
"KLHL9"	2.55464972262869	6.42303437904123e-05	0.000348259101331405
"EXD3"	1.77158547828611	6.43547845055981e-05	0.000348343410547222
"BTAF1"	2.24451002699808	6.46199314189535e-05	0.000349187771299379
"HCG11"	2.31461685185214	6.48212742612228e-05	0.00034968508661324
"RPL35"	1.94826316209972	6.50328640208147e-05	0.00034992820162354
"ZFC3H1"	2.4618158120419	6.50851140875294e-05	0.00034992820162354
"RGS17"	3.92907888336735	6.52091991615657e-05	0.000350007094157464
"DHX34"	1.76311759534987	6.58116704843686e-05	0.000352649135476541
"KCTD5"	1.94199982200872	6.59788851796085e-05	0.000352953935935732
"ZNF134"	2.270857936739	6.63673985255465e-05	0.000354439579103879
"POLR1A"	1.78912938813153	6.72598891185705e-05	0.000358274445189775
"SF3B4"	1.66685987068277	6.7309453441405e-05	0.000358274445189775
"IQSEC3"	-2.14671282364208	6.78029559785775e-05	0.000360301754444301
"FBXO2"	-5.09967792058552	6.86073577646123e-05	0.000363757163356409
"EIF3E"	2.48315109456806	6.86806272795471e-05	0.000363757163356409
"SSTR2"	2.78577150769161	6.90894523625543e-05	0.00036476536547877
"DPYSL2"	2.40544757313204	6.90990345358346e-05	0.00036476536547877
"EIF2S3"	1.88476435532453	6.92591622562568e-05	0.000365008336174243
"MAST1"	1.58718671959345	6.93824957179901e-05	0.00036505691414778
"PTGFRN"	2.12046156209566	6.97126159394908e-05	0.000366168124053785
"KCNJ9"	-2.00877115472645	6.98310043443769e-05	0.000366168124053785
"INO80D"	2.29981102793635	6.99884986352e-05	0.000366168124053785
"GCC1"	1.65019294336616	7.00515448330466e-05	0.000366168124053785
"OTULIN"	2.43942086217508	7.0444655293766e-05	0.000367622271263879
"PRR14L"	1.97305585801755	7.0862225257379e-05	0.000369199118238364
"CABLES2"	1.89714813806074	7.10484394881105e-05	0.000369567411256042
"DHTKD1"	2.02218184588584	7.13328000533111e-05	0.000370318932508045
"CEP350"	2.69851687781235	7.15394007810463e-05	0.000370318932508045
"UNK"	1.88103312890341	7.1540200153164e-05	0.000370318932508045
"UBN2"	2.5492566198725	7.32068916045525e-05	0.000378334161943398
"MCUR1"	2.18722593449647	7.36111733349669e-05	0.000378678674852884
"RNF168"	1.69956992312706	7.36373227599812e-05	0.000378678674852884
"LINC00667"	1.69951939490833	7.3731262844043e-05	0.000378678674852884
"LRRC45"	2.07934097633714	7.37470504636908e-05	0.000378678674852884
"THOC1"	1.98892829060828	7.39037121668326e-05	0.000378874960291182
"PRPF8"	1.62723834157997	7.51704821921986e-05	0.000384752596052549
"RBM14"	2.00972166704257	7.64517543313443e-05	0.000390685562469601
"KCNA2"	-2.43163233210528	7.69246638532919e-05	0.000392475278575248
"CTDSPL2"	2.9480737045919	7.7483986588352e-05	0.000394699479452449
"MARCHF9"	1.68806826568855	7.85819851867044e-05	0.000399656233087866
"FEZF2"	2.64989629123817	7.89317759354015e-05	0.000400798017805316
"ADCY6"	1.74148645444308	7.98278755362596e-05	0.000404635168762532
"WRN"	2.70059306007483	7.99404272141044e-05	0.000404635168762532
"ZNF397"	2.2242183588924	8.06940302748697e-05	0.000407804427882003
"ZFHX2"	1.86424300420022	8.10594613284397e-05	0.000409005073800755
"LINC00674"	2.03435752950585	8.21678196090158e-05	0.000413944653431877
"ZNF512B"	1.58764100603691	8.28407269604437e-05	0.000416342708496726
"GUSBP11"	1.59319448463497	8.2904127950114e-05	0.000416342708496726
"SMG8"	1.68929959190928	8.32484185158988e-05	0.00041741644331091
"LSM8"	2.59462732827053	8.35297022822737e-05	0.000418171389046938
"DCAF15"	1.83245876846256	8.38366203032594e-05	0.000419052106797073
"RFX1"	1.77762133790717	8.51058810887911e-05	0.000424213756846241
"PHF13"	1.70609500789197	8.51344894952443e-05	0.000424213756846241
"HS3ST1"	2.63187879220233	8.53361121296001e-05	0.000424557111512583
"MAU2"	1.62344613676642	8.60786455956949e-05	0.000427103909329374
"INPP5F"	2.27756168563245	8.61150426750379e-05	0.000427103909329374
"TTC9"	1.95382802140682	8.62658277986905e-05	0.00042718944756658
"C15orf40"	2.27821013774472	8.67122186884298e-05	0.000428736302294106
"ZBTB6"	3.19242941023458	8.77209478091705e-05	0.00043305449389126
"RBM27"	2.21124131462859	8.80527279238629e-05	0.000434022614219472
"UBR4"	1.8746893261985	8.95455658697513e-05	0.000440701946488207
"TANC2"	2.31576653740514	9.0047598527134e-05	0.000442491962654841
"C8orf82"	1.99849929875324	9.14976518321291e-05	0.000448927896029112
"SFT2D2"	2.92709025483555	9.18378698106622e-05	0.000449110414717334
"ERCC4"	2.12869293076376	9.20275112749945e-05	0.000449110414717334
"COL1A2"	3.91717684590593	9.23071210824602e-05	0.000449110414717334
"TPPP"	-2.80058868184829	9.23810218166682e-05	0.000449110414717334
"KBTBD7"	2.31600099022749	9.24058361410997e-05	0.000449110414717334
"PCNX4"	2.57152362530916	9.25831623105642e-05	0.000449110414717334
"CCNL2"	2.40689694486608	9.28434549504963e-05	0.000449110414717334
"MDN1"	1.71999791603489	9.29168331863447e-05	0.000449110414717334
"EXT2"	2.0672440595901	9.29292185923361e-05	0.000449110414717334
"SEMA4C"	1.69198171062959	9.29387604072757e-05	0.000449110414717334
"RPS25"	2.16399319093661	9.39720378399235e-05	0.000453418626017972
"SYP"	-1.81775089937612	9.42876033034824e-05	0.000454256088806988
"SUPT16H"	1.83960032873764	9.4772821530656e-05	0.00045590715199484
"RBMX2"	1.68393414947075	9.57174193040567e-05	0.000458997455265094
"CALM2"	2.59632044031144	9.57884585009805e-05	0.000458997455265094
"NRIP3"	-2.90605921622876	9.5845670558638e-05	0.000458997455265094
"EIF3H"	2.22579556015951	9.61234774204313e-05	0.000459595345764064
